Course_Name,course_info
PHOTO AND BOOKS ,"This class is extension of Photography 1, where you will have a whole semester to find a single project and work throughout the semester. It involves intense class critique of your work. Students are required to bring each week, printed picture of their work for discussion. We will also study discuss other artists each week. (students will pick artists  for discussion.)"
AS LHP: MEMORY AND MEMORIALIZATION IN ASIA AND BEYOND ,"Memory is a fraught enterprise. For how a past is known and remembered is complicated by murky beginnings, inconclusive endings, multiple parties, and varied interests. Yet, more than ever before, with increasing intensity, visibility, and urgency, we are witnessing renewed calls to remember the past--so as to correct history, seek redress, and find justice. Now is an opportune moment, therefore, to reflect on why issues have come to be formulated in terms of remembering and forgetting and to consider why and how we remember--for what purpose, for whom, and from which position.

This is a course on memory and memorialization, that is, a course on why and how we remember and commemorate the past. We will question: How can we remember beyond re-authenticating what has already come down to us? How can we attempt to fill in the gaps of given knowledges without re-establishing yet another regime of totality? Why do we engage in commemoration and memorialization? What might be the significance of such ritual acts? How can we go beyond remembering our own to remembering our own and others? And, finally, how can we begin to imagine and enact a more just and ethical memory?

We will look into various forms and sites of memory and memorialization--from memoirs and testimony to short stories, novels, and films to memorials and museums--across time and space. Since knowing the past cannot be divorced from the contexts within which such recall occurs, we will also situate the study of memory alongside history. Some of the issues with which we will be concerned include the impact of trauma on memories, the relationship between individual/private and collective/public, the conflict between historical documentation and artistic representation, the dialectics of remembering and forgetting, the consumption of memory, and the struggle for a just future."
INTRODUCTION TO EAST ASIAN ART ,"This course is designed to understand the basic knowledge of East Asian art and aims at a comparative study with neighboring countries focusing on Korean art history. Each semester, a specific topic is selected for in-depth study and this semester theme focuses on studying ""what masterpieces are in premodern East Asia.”"
BUSINESS MODELS IN CREATIVE TECHNOLOGY INDUSTRY ,"As the fastest-growing facet of the Internet, digital business offers new ways 
of doing business that no company can afford to ignore. The basis for moving 
to digital business is a belief that digital markets have the potential to be 
more efficient in developing new information goods and services. However, the 
fundamentals of business still hold for digital business. Students taking this 
module will learn about the various types of business models based on the use 
of information technology. They will also learn how to analyze and design 
business models. 

This course covers the following topics:
1)	Business models: components, linkages, dynamics, and evaluation 
2)	Analysis and development of business models
3)	Frameworks for opportunity assessment and development of a 
sustainable business model for digital business
4)	New business models and trends in creative technology industry
5)	Digital business ecosystem
6)	Business model cases
7)	Business planning"
ECONOMICS OF TECHNOLOGICAL INNOVATION ,"This course is designed to provide a working knowledge of economic principles and real world practices on a range of topics pertaining to technology and innovation. 
After the brief overview of fundamentals of economics, we will cover various topics including (1) dynamic process of innovation and corporate strategy such as disruptive innovation, vertical integration vs. modularization, learning curve, and determinants of R&D intensity; (2) success and failure of innovative activities; (3) utilization issues of innovation output including first-mover advantage, battles for winner-take-all, patents and standards.
Although the course covers many important concepts of economics, we will focus on their applications into the real business decisions, rather than the economic theory itself."
ART MANAGEMENT ,"This course focuses on not-for-profit arts organizations and related bodies in cultural creative industries. Topics covered include the evolution of the field, economic impact, value creation, the intrinsic and effectual structure, marketing, fundraising, and others. Students will be introduced to a wide range of arts organizations and its projects, working as arts managers through lectures, readings and project research. In addition to understanding the organizational structures and functions of an arts organization, students will have begun to develop a philosophy of management in the arts, a theoretical model for general management, and practical tools of its practice."
SCIENCE IN SOCIETY ,"In addition to the content focus, the goal of this course is to learn to write a sustained philosophical argument.  To earn an A+ students must also submit their paper to an (undergraduate) philosophy journal (Here’s a list: http://www.gvsu.edu/philosophy/undergraduate-philosophy-journals-16.htm).
The best papers will:

1) Make a single focused argument in which the paper clearly sets up the terrane of previous work and makes a small original contribution to the literature.
2) Present an explicit argumentative structure that is followed in the paper.  Specific suggestions for writing a great paper can be found here: http://www.jimpryor.net/teaching/guidelines/writing.html
3) Be accessible and interesting to your parents (for example).  The best paper should be self-contained?an intelligent person unfamiliar with the course material could understand what you are saying in your paper and why it is important."
LAW AND TECHNOLOGY ,"This course explains the characteristics of the blockchain and the legal issues surrounding the blockchain.  The course will start with an overview of cryptocurrencies and how blockchain works.  We then explore how blockchain is currently being used in the finance sector and can be used in the future for corporate governance, storing public information and creating registries.  We also take a look at smart contracts and its legal significance in the context of contract law.  A theme throughout the course is to understand how blockchain can be the underlying infrastructure for emerging technologies such as big data, IOT, and artificial intelligence.  The purpose of this course is for students to understand the blockchain and assess the possible legal implications.  Students will have the opportunity to read and discuss legislation and court cases in addition to the text book, recent articles and whitepapers involving the blockchain.  This will be a good introductory course for students interested in pursuing law or technology as a career."
THE GOOD LIFE ,
MODERN GERMAN HISTORY ,"The horrors of the twelve-year rule of the Nazi regime (1933-45) ? the Second World War, the murder of six million European Jews and the neologism, “genocide,” which it inspired ? have provided an ugly hallmark for the analysis of modern German history.  Historians have interpreted the century preceding the “Third Reich” and the post-war period through the lenses of German fascism and the Holocaust.  However, the collapse of the German Democratic Republic and German (re-)unification in 1990 created havoc with many historical narratives of modern Germany.  The new Germany and the relative success of the European Union have re-shaped settled interpretations of the past.  As Germans, and their observers, look forward ? with optimism, resignation, or pessimism ? to an inscrutable future, their interpretations of the recent past become that much more divisive."
STUDIES IN SHAKESPEARE ,"This course will provide an introduction to Shakespeare`s sonnets and plays. Some of the key themes and aspects of Shakespeare`s works that will
be considered are language, identity, performativity, artifice, kingship, madness, sexuality, mortality, self-reflexivity, and so forth. The first week of 
class, we will examine several of Shakespeare`s sonnets; over the course of the remaining weeks of the semester we will read half a dozen plays 
drawn from the four different genres of the Bard`s corpus: comedy, tragedy, history, and late romance. The actual plays will be decided the first week
of class, based on student interest."
TOPICS IN GENDER STUDIES ,"Gender in Korean Fiction and Film

This course explores the changing representations of gender in Korean fiction and film. We will analyze how Korean writers and directors imagine and portray gender--femininity, masculinity, and in-between--to consider the evolution of gender in Korean society and the role played by culture in shaping our understanding of what it is to be a wo/man in Korea.

We will first examine the category of gender and then move on to investigating how fiction and film--as cultural products--influence and are influenced by the historical shifts and transformations of Korea: colonization, the Korean War, modernization and industrialization, democratization, and neoliberal globalization. We will question: How did colonial modernity beget notions of modern manhood/womanhood? How did war and militarization construct ideas of hegemonic masculinity? How did--does--the state mold, mobilize, and manage gender norms? What new conflicts in gender relations have risen in Korea today?

This course aims for students to: (a) become familiar with modern Korean history, fiction, and film; (b) gain critical perspectives on the construction, representation, and evolution of gender in Korea; (c) practice and hone critical analytical skills; and (d) present complex ideas in a persuasive and organized manner. Course materials are drawn from primary sources in modern Korean fiction and film and critical essays in gender studies, film criticism, history, and sociology. Knowledge of Korean is not required: all class materials will be in English (and translation)."
ADVANCED DEBATE WORKSHOP ,"Public Speech and Debate are at the heart of effective communication. They are 
central to democratic citizenship and personal responsibility in a free 
community. Persuasion is crucial to effective leadership, in government, in 
business, and in society more generally. This course will enable engaged and 
committed students to become genuinely impressive oral communicators who are 
capable of constructing rigorously argued speeches that are persuasive and 
successful in presenting a clear and compelling case. By the end of the 
course, students should have attained a level of confidence and achievement in 
public speaking to enable them to compete in international standard debate 
tournaments."
TOPICS IN POSTCOLONIAL STUDIES ,"Worlding Postcolonial Literature

This course focuses on “world literatures” produced within the context of colonialism and decolonization. While much has been written under the rubric of “postcolonialism,” the term remains diffuse and nebulous. The very variety of colonial regimes not only confounds a singular definition but produces a multiplicity of postcolonial experiences. How, then, does “postcolonial literature” engage us in more “worldly” ways of knowing, thinking, writing, and living? How does it call us into uncomfortable conversation so as to exemplify, complicate or refashion the category of “postcolonialism”?

We will read a broad selection of texts from multiple locations--Nigeria, South Africa, Jamaica, India, Chile, and Korea--to contemplate how colonialisms have shaped--and continue to shape--the “global” and “transnational” world in which we live today. We will engage with the major issues confronting the field of postcolonial studies: language and identity, nationalism and transnationalism, local and global, hybridity and authenticity, race and representation, gender and sexuality, colonialism, decolonization, and neocolonialism, and resistance and agency.

This course aims for students to: (a) become familiar with key ideas and concepts in postcolonial studies; (b) engage in interdisciplinary approaches to yield multiple perspectives; (c) develop critical reading and writing skills by engaging with a variety of scholarly work; (d) present complex ideas in a persuasive and organized manner; (e) enjoy reading!"
STUDIES IN ANGLOPHONE LITERATURE ,"Twentieth Century Anglophone Literature 

This course will deal with twentieth-century writings in English from outside the United States and
England. In reading the literature, we will consider how the writings engage in critical dialogues with
texts from the metropole (England and America). Some of the important movements and themes addressed 
will be modernism, cosmopolitanism, planetarity, transnationalism, colonialism, and creolity."
SHINHAN SEMINAR: HISTORY ,"Course Coordinator: helenlee@yonsei.ac.kr, Thursdays 1:30-3:00pm and by appointment"
KOREAN AND JAPANESE LITERATURE FROM THE COLONIAL PERIOD ,"The goal of this course is to explore the relation between Korean and Japanese 
modern literature during the colonial period. To that end, we are 
going to read and analyze some modern writer`s works from Korea and Japan. The 
questions as to how much Korean literature has been `influenced` by Japan, how 
much Korean literature has `imitated` Japanese literature, and/or how much 
Korean and Japanese literature are the same or different, are not critical 
matters in this class. Instead, we will focus on the questions of how colonial 
cultural circumstances influenced the formation of Korean modern literature, 
and what the result was. Thus, we will attempt to answer these questions by 
reading some representative writer`s works from the colonial period."
ASPECTS OF RHETORICAL CRITICISM ,"In this semester we are going to study Autobiographical Rhetoric under the general heading of Aspects of Rhetorical Criticism, 1) we are going to observe different rhetorical principles of the two classical models of the (male) autobiography: The ""Confessions"" by Augustine and Rousseau. 2) The next will be the so-called postmodern autobiographies by Roland Barthes and Jacques Derrida. 3) And the last but not the least, as a sample of the contemporary female autobiography, The Cancer Journals by Audrey Lorde will complete our semester.     
   Then, we should first of all ask what is the autobiographical I. Is the autobiographical I is the real I? If the I is constructed, it must be directed by some rhetorical strategies to meet different aims of particular autobiographies. We will discuss this issue in the classical male autobiographies. Then, authors of the postmodern autobiography ask us whether it is the I`s voice or the other`s ear that corroborates the autobiographical stories. And they try to demonstrate that their identity shaped by the father`s name is deconstructed by their autobiographical memory of the mother who gave life to them. Lastly, the contemporary female autobiography is observed to utter a communal voice, providing itself not as a particular person`s confession, but as a testimony of certain traumatic conditions of life shared by them. Along with these issues, we can expect to explore a lot more of interesting rhetorical features of the autobiography throughout the semester."
ANGLO-AMERICAN LITERARY CINEMA ,"The beginnings of cinematic art are somewhat shabby. Originating in the early twentieth-century peep shows and nickelodeons, the cinema, was long kept at arm’s length by the literary academy. What is more, although a number of prominent American writers did try their hand at screenplay writing, their experience of the sometimes cavalier priorities of Hollywood did not enhance the artistic case for the literary film very far. Nonetheless, in spite of the commercial priorities of cinema, there has been a strong, if sometimes submerged, tradition of literary cinema. On this course, we will investigate both the US tradition and the British tradition. We will look at the relationship between the literary text and the filmic variant. On the first half of the course, A Streetcar Named Desire (1951), The Loneliness of the Long Distance Runner (1962) and My Fair Lady (1964). On the second half of the course, we will look at Daisy Miller (1974), The House of Mirth (1996). The Great Gatsby (1974), and Blue Jasmine (2013)."
METROPOLITAN LITERATURE AND CULTURE ,"This course adopts an interdisciplinary approach, which combines literary criticism, history, and geography, to read those classical works with close 
connection to celebrated Western cities (and one work offering a fantasy of cities), from the classical era (Rome) through middle ages (Florence) to the modern period (London, Paris, New York, St Petersburg, and Venice). What we gain from this literary, historical, and topographical excursion, apart from enjoying a selection of some fascinating texts and gaining a greater intimacy with the cities they depict, is a critical self-knowledge of where and how we live, for the modern metropolis is where we live, loving and hating it, but never quite able to be free from its domination."
19세기 영국소설 (2) ,"At the end of the nineteenth century, the declining years of the Victorian era saw the outpouring of a creative freedom that rebelled against the morality of the preceding generation. Writers, artists, and critics challenged the boundaries of given understandings of sexuality, technology, and art. Known as “decadents” or “aesthetes,” many of these creative thinkers of the last two decades of the Victorian era explored homosexuality, scientific understandings of the human body, Empire and the detective form, and Gothic doublings of the self and Other. This course investigates the literary, artistic, and cultural climate that constitute “turn-of-the century” England, and examines the worlds of art, publishing, law, and literature that defined this time period."
LITERATURE AND FILM IN MODERN CHINA ,"A solid survey of Chinese literature and film in the modern and contemporary contexts (1919-2010). Students are expected to comprehend the Chinese culture and society through the representations of writers and directors. This class will follow a basically chronological outline while exploring differing regions of China: the May Fourth literature from 1919 to 1949, then mainland China during the Cultural Revolution and Taiwan in the middle of martial law. After the 1980s, writing and films will be situated in the aftermath of the Cultural Revolution, the lift of the martial law in Taiwan, and the transitions made in Hong Kong."
VICTORIAN LITERATURE AND CULTURE ,"all students, but preferably juniors and seniors with some background 
knowledge of English literature"
REALISM IN THE REAL WORLD ,"This course is designed to develop a deep appreciation for all aspects of Neorealist theory (primarily but not exclusively the theory of Kenneth Waltz) by studying how the theoretical concepts relate to real world questions that are of interest to the class. After 3 initial lectures by the professor, EVERY aspect of the class will be handled by the students themselves. The professor`s role will be limited as much as possible to providing feedback outside of the class discussion."
신경과학:뇌과학 ,"The purpose of this class is to provide a systematic introduction to the 
mammalian nervous system, emphasizing the structural and functional 
organization and to expose students to the field of neuroscience. This course 
begins with the study of nerve cells: their structure, the propagation of 
nerve impulses and transfer of information between nerve cells, 
neurotransmitters. Then we move to brain circuit which control sensory 
perception, vigilance, emotion, learning and memory."
바이러스와숙주 ,Junior and Senior students
POLITICS OF INTERNATIONAL TRADE ,"Why do countries trade? Why do they create trade-promoting institutions? Which citizens support or oppose international trade? And how international politics affects international trade and vice versa? The course provides theoretical and empirical underpinnings to answer these questions.

Upon successfully completing the course, students shall be able to engage various contemporary issues of international politics of trade in an informed manner, including trade conflicts between South Korea and Japan and between the US and China,"
THEORIES OF DEMOCRACY ,"This course is designed to analyze and discuss major ideas and theories of democracy. It deals with definition and origins of democracy, basic principles, practices and institutions, principles of democratic decision-making, democracy and liberalism, democracy and free market, democracy and confucianism, deliberative democracy, democracy and globalization, etc. Along with theoretical debates, it also encourages students to analyze and criticize issues in democratic practice both on the domestic and global. This course is aimed to help students understand basic ideas and principles, major theories of democracy, and enhance analytical and critical capability on democracy in theory and practice."
외교정책론 ,"정외과2,3,4학년,그외타전공생"
NORTH KOREAN POLITICS & FOREIGN POLICY ,"This course aims to provide knowledges on how to view North Korea, how to evaluate North Korea`s provocations, and how to deal with North Korea. Methodologically, this course relies heavily on perceptional approaches to decision making thereby focusing on top leadership`s threat perceptions. In the first half of the course, focuses are given to Kremlinology, leadership analysis, and the succession of the Kim dynasty. In the latter half, historical reviews on North Kroea`s foreign policy during the Cold War period as well as post-Cold War period will demonstrate how North Korea`s threat perception influences its provocative foreign policy. North Korea`s nuclear diplomacy vis-a-vis the United States will be the core part of this lecture. Then, the course moves to discuss influences of surrounding counrties, namely, China, Japan and Russia. Lastly, class discussions will be held on the future of North Korea, unification and inter-Korean relations."
COLLOQUIUM ON NATIONALISM & EAST ASIAN SECURITY ,UIC Senior Students
THE LAW OF INTERNATIONAL BUSINESS TRANSACTIONS ,"Focusing largely on transactions between private parties, the central goal of this course is to understand the importance of international business transaction and the legal framework surrounding the topic. After successful completion of this course, you will acquire basic information required to become a law practitioner dealing with variety of international business transactions. 

The main goals of this course are as follows: (1) to understand the importance of international business transactions; (2) to understand the legal framework surrounding the international business transactions; and (3) to understand the specific legal issues regarding international business transactions compared to domestic transactions."
KOREAN CONSTITUTIONAL LAW ,"Course description

This course provides opportunities for students to engage in dialogue with the 
professor, you’re your colleagues and with experts in the field to explore 
selected issues, case studies and policy debates in the Korean Constitutional 
Law, Constitutional history, and current issues in Korean Constitution in a 
highly interactive seminar.  The focus of this course will be to understand, 
analyze and evaluate the dynamics of the Korean Constitution, and the 
structure and operation of the Korean Constitutional order, in historical 
context and from the vantage point of divergent intellectual traditions and 
analytical frameworks.   As participants will teach and learn from each other, 
everyone is expected to have carefully read assigned materials in advance of 
each session and to be well prepared to discuss the materials with the 
professor.  Attendance, active participation and critical thinking are 
essential to the success of the seminar. 

Course goals

To provide an introduction to intellectual frameworks and tools to assist with 
the analysis of issues in the interdisciplinary field of Korean Constitutional 
Law; to enable an interactive environment and laboratory to explore ideas; to 
enable each student to develop and strengthen his or her skills in writing and 
presenting policy advocacy in the Korean Constitutional Law field; to develop 
the background knowledge to enable each student to write his or her own term 
paper analyzing Korean Constitutional Law as we approach the third decade of 
the 21st century; and to protect a three-hour block each week for the students 
to develop close intellectual, collaborative and personal relationships."
POLICY ANALYSIS: JUSTICE AND LEADERSHIP ,"This course will focus on three or four main issues from areas such as education, immigration, employment, prison reform, and international treaties each semester. For each issue, we will first introduce the issue’s factual and theoretical background; then identify areas where current policy regarding the issue is strong and also areas in need of improvement; and finally design a comprehensive policy to address the most pressing problems. Students will get significant experience analyzing issues and developing reasoned arguments to support their conclusions, in addition to crafting practical solutions to difficult problems."
GLOBAL POLITICS OF ENVIRONMENT ,"Why do we have environmental problems and how can we cope with them? What are the impacts of globalization on the environment? Who are the main actors in planning and implementing environmental policies? What sorts of approaches seem most likely to solve local, national and global environmental issues such as air pollution, natural resource depletion, and climate change? How can we use political institutions, regulations, market mechanisms, or voluntary schemes to form environmental policies? What are the roles of environmental movements, firms, and bureaucrats in environmental politics and policies? This course will address the theoretical concepts behind these questions and examine their application in pertinent environmental issues. This course will give students an introduction to key concepts in environmental policy and politics and their relations to globalization. With solution seeking learning approach, (a group of) students will prepare and present a solution poster regarding environment and energy problems."
보험통계 ,"Students will learn how to price standard life insurance and annuity products. The course will be highly mathematical with quite a few actuarial formulas used in both academia and industry.
As many numerical examples are from past SoA (Society of Actuaries) exams, this course can also help students prepare for exams of actuarial professional designation of Korea and (or) North America."
ETHICS AND EMERGING TECHNOLOGY ,"In the past few decades technology and science have fundamentally altered our life: from the most private space to the public space; from the way we work to how to communicate (cell phone. internet..etc.) to how to engage wars.  We have come to the realization that these modern technologies have not been without controversy, and many science and technology have sparked intense debates that are often polarized or embroiled in scientific ambiguities or dishonest demagoguery. 
The notion of emerging technology does not necessarily mean that all such advances are new or revolutionary by themselves. These technologies (AI, the digital genome, CRIPR, GMO,Robots,..etc.  ) are now transitioning to a new phase, however, becoming more widely used or incorporated in consumer goods; these technologies are bound to gain more ground in coming years. The emerging technologies of the future will redefine our understanding of biology, the material world and manufacturing. The implications will further extend into geopolitics and global balances of power. 
We must welcome innovation and the benefits it brings us. But we must also remain committed to sustainable development, taking into account issues of inequality, human dignity and inclusiveness.  Embracing coherent ethical guideline is essential for building inclusive knowledge society and raising awareness about the ethical aspects and principles is central for upholding the fundamental values of freedom and equality, solidarity, tolerance and shared responsibility. Therefore, this course aims to articulate how we approach the regulation of emerging technologies will inevitably have wide implications - not only for security and ethics but for our definition of human dignity and the equality of individual."
과학기술의정치경제 ,"과학기술은 흔히 과학자나 공학자의 영역이라고 생각되지만, 과학기술에는 매우 복잡한 정치경제적 측면이 존재한다. 즉 사회의 모든 영역이 과학기술의 영향을 받기 때문에 심지어 과학기술과 상관없다고 생각되는 음악조차 그 정치경제적 영향력에서 자유롭지 않다.본 과목은 이러한 인식을 바탕으로 사회 주요 영역에 영향을 미치는 과학기술의 정치경제적 영향을 논리적으로 분석하고 그 이해를 심화하는 것을 목적으로 한다.

This course is expected to deepen your understanding of politics of science and technology. Politics is the process of making decisions that apply to members of a group. It refers to achieving and exercising positions of governance?organized control over a human community, particularly a state. 
In modern nation states, people have formed political parties to represent their ideas. They agree to take the same position on many issues, and agree to support the same changes to law and the same leaders. An election is usually a competition between different parties.

A variety of methods are deployed in politics, which include promoting one`s own political views among people, negotiation with other political subjects, making laws, and exercising force, including warfare against adversaries. Politics is exercised on a wide range of social levels, from clans and tribes of traditional societies, through modern local governments, companies and institutions up to sovereign states, to the international level.

It is very often said that politics is about power. A political system is a framework which defines acceptable political methods within a given society. History of political thought can be traced back to early antiquity, with seminal works such as Plato`s Republic, Aristotle`s Politics and the works of Confucius."
KOREA'S DIPLOMACY ON SUSTAINABLE DEVELOPMENT ,"The purpose of this course is to examine South Korea’s strategic and diplomatic capacities in the field of international cooperation on sustainable development. This course will review various theoretical and practical issues related to South Korea`s Green Growth strategy and sustainable development diplomacy, such as: nonconventional challenges to the Korean economy and environment; institutionalization of the national sustainable development strategy; global leadership as a middle power; and official development assistance (ODA); and emerging challenges to South Korea’s sustainability. The first half of the course will cover various theoretical frameworks to understand a country’s sustainability, diplomacy, and international cooperation; and the latter half of the course will explore South Korea’s practices of Green Growth strategy and diplomacy. As a personal project, participants will selectively examine one of major threats to global governance for sustainable development ? such as biodiversity, climate change, energy, pollution, food and agriculture, health and disease, natural disaster, technology, urbanization and population, and water resources ? in which middle powers like South Korea play a role in global sustainable development."
DEVELOPMENT AND MIGRATION ,Students who are interested in issues surrounding migration in the context of developing countries
INTERNATIONAL CONFLICT AND COOPERATION ,"The purpose of the course is to provide students with theoretical tools, 
historical cases, and current issues they need to understand the causes of 
international conflicts and the conditions for international cooperation. This 
course will, therefore, introduce students to the wide range of issues that 
make up the study of international conflict and cooperation, including basic 
theoretical and methodological concepts, the causes of wars, the role of 
international institutions, conflict and cooperation in the international 
political economy, nuclear proliferations, environmental issues, and so on."
INTERNATIONAL HUMAN RIGHTS: CONCEPTS AND CONTROVERSIES ,"This course is intended to be an introduction to the idea of human rights. The objective will be to develop a critical understanding of the major 
issues surrounding human rights, as well as the intellectual roots of the modern-day concept of human right.  The focus will be more on 
the philosophical and historical aspects of human rights, rather than on the institutional features of international human rights law.  The justification 
for this approach is the conviction that a firm grasp of the historical and theoretical issues will provide a better foundation for understanding the 
contemporary legal issues and debates.  
The course will be divided into two equal parts, which roughly correspond to the two components of the idea of “human rights.”  The first part (dealing with the ""human"" part) will examine the historical development of the concept of human rights. The underlying theme will be: Who counts as a human being?  We will study some of the ancient, medieval, and early modern intellectual traditions that contributed to the modern conception of human rights.   In the second part (dealing with the ""rights"" part) we will cover some of the current theoretical controversies surrounding human rights, which will be useful for understanding the modern practice of human rights. Here, the underlying theme will be: What does it mean to have a right?"
LEGAL APPROACH TO HEALTH AND TECHNOLOGY ,"Various legal issues related to health and technology will be reviewed. 

This class is designated as a Social Innovation Certificate (SIC) course. The course contents and practices will be related to social innovation and solving social problems. The Institute of Higher Education Innovation (IHEI) may collect student assignments and course contents for further purpose. For more details regarding the SIC, please visit the IHEI’s website, http://ihei.yonsei.ac.kr."
고분자화학 ,"고분자 물질에 대한 전반적인 이해와 합성 기술, 합성 방법, 분석 방법, 구조 및 물
성에 대해 검토하고, 이의 산업적인 응용에 대해서 고찰한다. 특별히, 최근 많이 연
구되고 있는 고분자 나노 구조체 및 이의 의료, 전기, 전자 분야에 대한 활용 예에 
대해 소개하고 토론하는 시간을 갖는다."
UT세미나(INTRODUCTION TO POLYMERIC MEMBRANE TECHNOLOGY) ,"With global warming becoming serious, gas separation processes have been 
attracted great attention in the field of research. Among them, the membrane 
separation is considered one of the effective technologies for CO2 capture 
owing to their many advantages. 
 This seminar is an introduction to the membrane technology based on polymeric 
materials. It will cover basic knowledge of polymers and fundamental theory 
relating to membrane separation process. Also, students will study scientific 
papers and discuss them together in this class. Assignments will take the form 
of presentations and a final report. I hope that students will gain a basic 
understanding of the membrane separation technology by taking this class."
UT세미나(POLYMERS FOR ENERGY STORAGE DEVICES) ,"Basic approach to polymers for energy storage system (ESS) is important to 
understand wide applications of polymeric materials, for example, electrolyte, 
templates for nanostructures and carbonaceous materials, binders and etc. 
Therefore, there will be following three sections to study the polymers for 
energy storage devices
 First, we will have a basic discussion about the following question; what is 
polymer? Actually, the polymers significantly chimed in our life and play an 
important role to make us much convenient owing to its specific physical and 
chemical properties.
 Second, which properties of polymer are useful in ESS? There have been 
tremendous researches about the applications of polymeric materials in ESS, 
such as supercapacitors, solar cells and batteries. We will briefly learn 
about the above ESSs and analyze the applications in literatures.
 Finally, real ESS applications of polymers in industrial field and state-of-
the-art technology is one of the exciting area to study. Therefore, the 
presentation and discussion about present application of polymers in ESS will 
be conducted to summarize the seminar.
 This course will be useful for the undergraduate students to investigate 
their own goals after graduating the university."
생물학적하폐수처리공학 ,Understanding and mastering priniples of biological wastewater treatment.
응용열역학 ,"This course is intended for students who have had Thermodynamics.  The course 
will begin with a review of materials covered in the previous course with 
emphasis on key engineering concepts.  The course will cover topics on 
thermodynamic relations and ideal gas mixtures.  Reacting mixtures and basic 
concept of combustion will be covered with chemical and phase equilibrium.  
This course will also introduce concepts of compressible flow through nozzles 
and diffusers.  In the lab, students will participate in two sets of simple 
experiments which give insight on thermodynamics."
에너지하베스팅시스템 ,"This course is related to the principles and materials technology related to energy 
harvesting devices. It includes solar cells,and 
thermoelectric, wind, bio and piezoelectric energy harvestors."
SOFT MATERIALS AND PROCESSING ,"To provide an appreciation of fundamental principles of polymer science and engineering that are currently of practical relevance. Laboratory related to polymer chemistry for better understanding on soft materials. Summarizing research articles related to application of polymers in nanotechnology, biotechnology, energy and environmental chemistry."
LAB ON ORGANIC CHEMISTRY & INSTRUMENTAL ANALYSIS ,"This course is the laboratory companion course to the lecture-based Organic Chemistry course. However, it is a completely separate course in terms of grade and credit. The laboratory course is an introduction to the major concepts of chemical investigation, synthesis, spectroscopy, structure determination and most common laboratory synthetic, isolation and purification techniques. One of the objectives of this course is to familiarize students with standard laboratory settings. This includes using chemical reagents and chemical equipment, keeping professional laboratory notes and use safe laboratory techniques and procedures.

The goal of the course is to teach students how to: 
(1) setup a reaction, 
(2) monitor the progress of a reaction,
(3) quench/stop a reaction,
(4) isolate and purify the product,
(5) determine the identity and purity of the product.
(6) keep proper laboratory records.
(7) write a formal report."
CLASSICAL MECHANICS ,"This course presents an advanced treatment of Newtonian mechanics, including 
the Lagrangian and Hamiltonian formulations, central forces, systems of 
oscillators, non-inertial coordinates, and rigid-body motion.  The course 
introduces powerful tools for attacking difficult problems in many areas of 
physics and engineering as well as theoretical bridges to other fields, 
including quantum mechanics and statistical mechanics."
COLLOIDAL NANOPARTICLES LABORATORY ,"The laboratory course is an introduction to the major laboratory techniques for the solution synthesis of colloidal nanoparticles, their isolation, purification, characterization (spectroscopy, microscopy) and applications. One of the key objectives of this course is to familiarize students with standard laboratory settings. This includes using chemical reagents and chemical equipment, keeping professional laboratory notes and use safe laboratory techniques and procedures. The acquired skills and knowledge will prepare students for their careers after graduation, either in graduate school or in an industrial job. 

The goal of the course is to provide students hands-on experience on: 
(1) synthesis of colloidal nanoparticles (e.g., gold nanoparticles, silver nanoparticles, carbon dots, metal oxide nanoparticles, quantum dots, etc)
(2) isolation and purification of nanoparticles.  
(3) surface functionalization and colloidal stability of nanoparticles. 
(4) characterization of nanoparticles’ structure, size and shape by UV-vis and fluorescence spectroscopies as well as X-ray diffraction (XRD) and transmission electron microscopy (TEM) data. 
(5) determination of molecules attached to the nanoparticle surface as well as their orientation on the surface (infrared spectroscopy, FTIR). 
(6) application of NPs in biological/environmental sensing and catalysis. 

Students will also be taught how to:
(7) keep proper laboratory records. 
(8) write a scientific paper based on the data acquired in the laboratory."
세포조직공학개론 ,This course is designed for students who are interested in stem cell and tissue engineering for regenerative medicine.
주니어세미나(Characterization techniques and performance evaluation for energy and environment) ,"Basic chemical characterization technique like fourier transform infrared spectroscopy (FTIR) and nuclear magnetic resonance spectroscopy (NMR) to characterize organic/polymeric materials are very essential technique. There will be exposure to laboratory for measurement of FTIR.

Morphological characterization techniques like scanning electron microscope (SEM) to know the surface topography as well as the composition by energy dispersive x-ray (EDX) will be discussed. Transmission electron microscopy (TEM) is essential to characterize the materials in the nanoscale level. 

Measurement of thermal behavior of the polymeric materials is performed by differential scanning calorimeter (DSC). 

Environmental application of polymer as separation membrane and in energy as polymer electrolyte is currently very exciting area of focus. 

It will be useful for the UIC students to know the modern days characterization techniques and they can well correlate their theoretical knowledge for practical application. It will be explained through basic literature examples."
주니어세미나(Professional Communication) ,"Students will learn how to prepare professional resume, CV, letter of application, letter of inquiry, motivation letter, professional emails, etc. Using role play students will learn how to approach most common situations/scenarios that frequently occur during interviews for graduate schools, internships and jobs. 

This course explores the methods of inquiry, analysis and composition characteristic of written professional communication. The course examines conventions, formats, purposes and specialized use of language/terminology. Ethics in writing and intercultural communications are being discussed."
